SongID,Cluster_Num,Cluster_Name
Cleaning This Gun (Come On In Boy)Rodney Atkins,6,Let's Dance
Any Ol' BarstoolJason Aldean,6,Let's Dance
Dirty LaundryCarrie Underwood,6,Let's Dance
SequelHarry Chapin,7,Long Talks and Beach Walks
CryFaith Hill,12,College Tailgate
Poor Man's SonSurvivor,11,Nostalgia
Summer NightsLil Rob,12,College Tailgate
All About TonightBlake Shelton,3,Sing Along
Can't Get EnuffWinger,0,Chill Kickback
"Do You MindDJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",12,College Tailgate
So FlySlim Featuring Yung Joc,3,Sing Along
Alone With YouJake Owen,12,College Tailgate
Aw NawChris Young,12,College Tailgate
A Little Bit Of EcstasyJocelyn Enriquez,0,Chill Kickback
6 UndergroundSneaker Pimps,6,Let's Dance
BreakdownTom Petty And The Heartbreakers,11,Nostalgia
CommasFuture,5,Who Tryin' to Drink?
Second ChanceShinedown,12,College Tailgate
She Won't Be Lonely LongClay Walker,12,College Tailgate
Country BoyAlan Jackson,11,Nostalgia
She Don't Use JellyThe Flaming Lips,1,Day Drinking
Butterfly EffectTravis Scott,12,College Tailgate
Anywhere With YouJake Owen,6,Let's Dance
Something Got Me StartedSimply Red,3,Sing Along
The Deeper The LoveWhitesnake,12,College Tailgate
Bug A BooDestiny's Child,3,Sing Along
The BirdThe Time,4,Concert Pregame
Puppy LoveBarbara Lewis,8,Songs You Forgot About
Does Anybody Really Fall In Love Anymore?Kane Roberts,6,Let's Dance
SupermanCeli Bee & The Buzzy Bunch,11,Nostalgia
Bizarre Love TriangleFRENTE!,8,Songs You Forgot About
The Bomb! (These Sounds Fall Into My Mind)The Bucketheads,7,Long Talks and Beach Walks
Release MeAngelina,3,Sing Along
Teenage Love AffairAlicia Keys,3,Sing Along
Calabria 2008Enur Featuring Natasja,3,Sing Along
Call MeLe Click,6,Let's Dance
Breathe (2 AM)Anna Nalick,2,"Bro, I'm Sad"
Do You Miss MeJocelyn Enriquez,3,Sing Along
SlitherVelvet Revolver,6,Let's Dance
"Sit Still, Look PrettyDaya",5,Who Tryin' to Drink?
(Marie's The Name) His Latest FlameElvis Presley,3,Sing Along
Do YaElectric Light Orchestra,4,Concert Pregame
Stop In The Name Of LoveThe Hollies,8,Songs You Forgot About
(If There Was) Any Other WayCeline Dion,0,Chill Kickback
Can't Wait Another MinuteFive Star,0,Chill Kickback
Cut ItO.T. Genasis Featuring Young Dolph,12,College Tailgate
Backroad SongGranger Smith,6,Let's Dance
Don't Forget To Remember MeCarrie Underwood,2,"Bro, I'm Sad"
So CloseJake Holmes,1,Day Drinking
MacarenaLos Del Rio,11,Nostalgia
Give Me ThatWebbie Featuring Bun B,5,Who Tryin' to Drink?
Jennifer TomkinsStreet People,4,Concert Pregame
HeavenNu Flavor,2,"Bro, I'm Sad"
I'm Still In Love With YouSean Paul Featuring Sasha,3,Sing Along
I'm A MessBebe Rexha,12,College Tailgate
No More LiesMichel'le,3,Sing Along
I Can't Stop DancingArchie Bell & The Drells,8,Songs You Forgot About
On BroadwayThe Drifters,11,Nostalgia
I Told You SoCarrie Underwood Featuring Randy Travis,2,"Bro, I'm Sad"
Laugh At MeSonny,0,Chill Kickback
Everybody's EverythingSantana,0,Chill Kickback
Fly AwayJohn Denver,10,Time Machine
Needles And PinsThe Searchers,3,Sing Along
No SurpriseDaughtry,12,College Tailgate
It Tears Me UpPercy Sledge,10,Time Machine
Midnight RocksAl Stewart,11,Nostalgia
Falls ApartSugar Ray,12,College Tailgate
I'm A TrainAlbert Hammond,11,Nostalgia
Look At Me!XXXTentacion,5,Who Tryin' to Drink?
I Keep LookingSara Evans,3,Sing Along
Love IsAlannah Myles,12,College Tailgate
Love Don't Love YouEn Vogue,0,Chill Kickback
Go BackCrabby Appleton,0,Chill Kickback
I Need YouPaul Carrack,11,Nostalgia
Let's All ChantThe Michael Zager Band,3,Sing Along
Kiss In The DarkPink Lady,0,Chill Kickback
I Knew You WhenLinda Ronstadt,2,"Bro, I'm Sad"
It Takes TwoRob Base & D.J. E-Z Rock,3,Sing Along
It's No SecretKylie Minogue,0,Chill Kickback
ImaginationTamia,5,Who Tryin' to Drink?
Like A StoneAudioslave,12,College Tailgate
Look What You've DoneJet,2,"Bro, I'm Sad"
Need U BadJazmine Sullivan,12,College Tailgate
I Like To Do ItKC And The Sunshine Band,0,Chill Kickback
Nice GirlsEye To Eye,0,Chill Kickback
InvisibleAlison Moyet,11,Nostalgia
Let Me Be Your AngelStacy Lattisaw,2,"Bro, I'm Sad"
I Could Not Ask For MoreEdwin McCain,6,Let's Dance
I Ain't Got Time AnymoreThe Glass Bottle,10,Time Machine
Jesus Is Just AlrightThe Doobie Brothers,11,Nostalgia
I Go CrazyPaul Davis,2,"Bro, I'm Sad"
I Loved 'em Every OneT.G. Sheppard,11,Nostalgia
Love In The First DegreeAlabama,11,Nostalgia
Facts Of LoveJeff Lorber & Karyn White,3,Sing Along
It's Been AwhileStaind,12,College Tailgate
Just A DreamCarrie Underwood,6,Let's Dance
Nice To Be With YouGallery,0,Chill Kickback
In My EyesStevie B,11,Nostalgia
No Letting GoWayne Wonder,12,College Tailgate
I'm Telling You NowFreddie And The Dreamers,8,Songs You Forgot About
Me LoveSean Kingston,6,Let's Dance
Every Teardrop Is A WaterfallColdplay,12,College Tailgate
I Sold My Heart To The JunkmanThe Blue-Belles,4,Concert Pregame
Go Where You Wanna GoThe 5th Dimension,8,Songs You Forgot About
Not One Minute MoreDella Reese,10,Time Machine
DreamsVan Halen,6,Let's Dance
Have A Good TimeSue Thompson,1,Day Drinking
Let's Get AwayT.I.,5,Who Tryin' to Drink?
One Number AwayLuke Combs,6,Let's Dance
My Little GirlTim McGraw,6,Let's Dance
"Mercy, MercyDon Covay & The Goodtimers",11,Nostalgia
I Want To Go With YouEddy Arnold,10,Time Machine
NotoriousLoverboy,6,Let's Dance
Keep Me Cryin'Al Green,11,Nostalgia
It Must Be LoveAlan Jackson,3,Sing Along
If You Ever Stop Loving MeMontgomery Gentry,6,Let's Dance
I Don't Wanna Be In Love (Dance Floor Anthem)Good Charlotte,3,Sing Along
Mama's Broken HeartMiranda Lambert,3,Sing Along
I Say A Little PrayerDiana King,3,Sing Along
"Lover, LoverJerrod Niemann",4,Concert Pregame
In A Real LovePhil Vassar,0,Chill Kickback
Keep Holding OnAvril Lavigne,6,Let's Dance
"Love's Lines, Angles And RhymesThe 5th Dimension",1,Day Drinking
Handy ManDel Shannon,0,Chill Kickback
JamMichael Jackson,3,Sing Along
Gee WhizThe Innocents,10,Time Machine
Guess WhoJesse Belvin,10,Time Machine
Down In The DMYo Gotti Featuring Nicki Minaj,12,College Tailgate
Fall DownToad The Wet Sprocket,6,Let's Dance
Lean Like A CholoDown A.K.A. Kilo,5,Who Tryin' to Drink?
Legend Of A CowgirlImani Coppola,0,Chill Kickback
Easy LivinUriah Heep,6,Let's Dance
My Mother's EyesBette Midler,10,Time Machine
Murphy's LawCheri,7,Long Talks and Beach Walks
MemoryBarry Manilow,2,"Bro, I'm Sad"
In The MoodRobert Plant,12,College Tailgate
"From The BeginningEmerson, Lake & Palmer",2,"Bro, I'm Sad"
Good FriendMary Macgregor,1,Day Drinking
For A Little WhileTim McGraw,0,Chill Kickback
Love Of A WomanTravis Tritt,12,College Tailgate
I BelieveDiamond Rio,2,"Bro, I'm Sad"
Fire On The MountainThe Marshall Tucker Band,12,College Tailgate
Key LargoBertie Higgins,2,"Bro, I'm Sad"
In My DreamsREO Speedwagon,11,Nostalgia
No MediocreT.I. Featuring Iggy Azalea,2,"Bro, I'm Sad"
For TonightNancy Martinez,11,Nostalgia
Love Can Move MountainsCeline Dion,12,College Tailgate
How Deep Is Your LoveCalvin Harris & Disciples,12,College Tailgate
Let's Go (pony)The Routers,9,In My Feels
I Wish The Phone Would RingExpose,0,Chill Kickback
I Love You 1000 TimesThe Platters,4,Concert Pregame
For You I Will (Confidence)Teddy Geiger,12,College Tailgate
HumanChristina Perri,2,"Bro, I'm Sad"
My Drink N' My 2 StepCassidy Featuring Swizz Beatz,5,Who Tryin' to Drink?
Heart Of MineBoz Scaggs,2,"Bro, I'm Sad"
Fa All Y'allDa Brat,3,Sing Along
Jennifer EcclesThe Hollies,0,Chill Kickback
NicolePoint Blank,12,College Tailgate
FunPitbull Featuring Chris Brown,3,Sing Along
Not A Day Goes ByLonestar,2,"Bro, I'm Sad"
Highway 20 RideZac Brown Band,2,"Bro, I'm Sad"
Grindin'Clipse,5,Who Tryin' to Drink?
Old DaysChicago,6,Let's Dance
I Wonder What She's Doing TonightBarry & The Tamerlanes,8,Songs You Forgot About
Mr. LuckyHenry Mancini,9,In My Feels
Mighty Clouds Of JoyB.J. Thomas,10,Time Machine
Got Your BackT.I. Featuring Keri Hilson,5,Who Tryin' to Drink?
Hey Baby (Drop It To The Floor)Pitbull Featuring T-Pain,3,Sing Along
I'm In LoveEvelyn King,11,Nostalgia
Hey Leonardo (She Likes Me For Me)Blessid Union Of Souls,3,Sing Along
If I Fall You're Going Down With MeDixie Chicks,3,Sing Along
My BoyRichard Harris,10,Time Machine
Johnny One TimeBrenda Lee,2,"Bro, I'm Sad"
FortunetellerBobby Curtola,8,Songs You Forgot About
GhostElla Henderson,12,College Tailgate
MiraclesStacy Lattisaw,2,"Bro, I'm Sad"
Little MomentsBrad Paisley,12,College Tailgate
Keep Me In MindZac Brown Band,12,College Tailgate
For The Good TimesRay Price,10,Time Machine
No More (Baby I'ma Do Right)3LW,3,Sing Along
It's Over Now112,12,College Tailgate
Heart And SoulThe Cleftones,4,Concert Pregame
I'm Free (Heaven Helps The Man)Kenny Loggins,6,Let's Dance
Have You Looked Into Your HeartJerry Vale,10,Time Machine
More Than WordsFrankie J,2,"Bro, I'm Sad"
If You Love MeMint Condition,2,"Bro, I'm Sad"
Even It UpHeart,7,Long Talks and Beach Walks
Moving On UpM People,3,Sing Along
Letting Go (Dutty Love)Sean Kingston Featuring Nicki Minaj,3,Sing Along
Graduation (Friends Forever)Vitamin C,12,College Tailgate
Here For The PartyGretchen Wilson,4,Concert Pregame
EgoBeyonce,5,Who Tryin' to Drink?
In The Name Of LoveMartin Garrix & Bebe Rexha,12,College Tailgate
ForeverKenny Loggins,2,"Bro, I'm Sad"
Heavy Fallin' OutThe Stylistics,4,Concert Pregame
Envy MeCalboy,5,Who Tryin' to Drink?
"My Man, A Sweet ManMillie Jackson",0,Chill Kickback
Let's Be Us AgainLonestar,6,Let's Dance
I'm Coming HomeStories,10,Time Machine
My BooGhost Town DJ's,7,Long Talks and Beach Walks
Leave The PiecesThe Wreckers,6,Let's Dance
"Hold You DownDJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",6,Let's Dance
Lessons LearnedTracy Lawrence,0,Chill Kickback
God Love HerToby Keith,12,College Tailgate
HolidayThe Other Ones,0,Chill Kickback
Ice Cream Paint JobDorrough,5,Who Tryin' to Drink?
New RulesDua Lipa,3,Sing Along
"I'm Henry VIII, I AmHerman's Hermits",0,Chill Kickback
Even NowBarry Manilow,2,"Bro, I'm Sad"
Iko IkoThe Dixie Cups,11,Nostalgia
Never Wanted Nothing MoreKenny Chesney,6,Let's Dance
Never Too MuchLuther Vandross,11,Nostalgia
It Must Be LoveMadness,6,Let's Dance
Having A PartyRod Stewart,4,Concert Pregame
Give It Up (turn It Loose)Tyrone Davis,11,Nostalgia
HighThe Cure,11,Nostalgia
If You're Not Back In Love By MondayMillie Jackson,2,"Bro, I'm Sad"
Get DownCraig Mack,5,Who Tryin' to Drink?
Never Let You GoBloodstone,4,Concert Pregame
Just Like HeavenThe Cure,6,Let's Dance
It Keeps You Runnin'The Doobie Brothers,11,Nostalgia
Love's The Only HouseMartina McBride,7,Long Talks and Beach Walks
I Want YouShana,7,Long Talks and Beach Walks
If My Heart Had WingsFaith Hill,0,Chill Kickback
Neighbors Know My NameTrey Songz,12,College Tailgate
Hold OnTriumph,12,College Tailgate
Hold On To MeJohn Michael Montgomery,1,Day Drinking
On A Sunday AfternoonLighter Shade Of Brown,3,Sing Along
No Heart21 Savage & Metro Boomin,5,Who Tryin' to Drink?
"Hello Mudduh, Hello Fadduh! (A Letter From Camp)Allan Sherman",4,Concert Pregame
Must Of Got LostThe J. Geils Band,11,Nostalgia
Last Chance To Turn AroundGene Pitney,1,Day Drinking
My Own True LoveThe Duprees,1,Day Drinking
Haven't Got Time For The PainCarly Simon,10,Time Machine
I Count The TearsThe Drifters,4,Concert Pregame
Master Of Eyes (The Deepness Of Your Eyes)Aretha Franklin,1,Day Drinking
Happiness Is Just Around The BendThe Main Ingredient,7,Long Talks and Beach Walks
Maybe I DeserveTank,0,Chill Kickback
Emotional RollercoasterVivian Green,12,College Tailgate
DrowningA Boogie Wit da Hoodie Featuring Kodak Black,3,Sing Along
I Gotta TryMichael McDonald,11,Nostalgia
It's Only LoveZZ Top,11,Nostalgia
No One In The WorldAnita Baker,2,"Bro, I'm Sad"
Mrs. Steven RudyMark McGuinn,3,Sing Along
Never Say NeverThe Fray,2,"Bro, I'm Sad"
Mine Would Be YouBlake Shelton,12,College Tailgate
Drank In My CupKirko Bangz,5,Who Tryin' to Drink?
Drunk On Your LoveBrett Eldredge,6,Let's Dance
Hit 'Em Up Style (Oops!)Blu Cantrell,3,Sing Along
Mornin' BeautifulTony Orlando & Dawn,0,Chill Kickback
I'll Be ThereGerry And The Pacemakers,8,Songs You Forgot About
Everybody Loves A LoverDoris Day,11,Nostalgia
Long Dark RoadThe Hollies,0,Chill Kickback
Never Let Me DownDavid Bowie,0,Chill Kickback
GoldmineThe Pointer Sisters,0,Chill Kickback
Honey LoveR. Kelly & Public Announcement,12,College Tailgate
If You Only KnewShinedown,12,College Tailgate
Heart Like MineMiranda Lambert,6,Let's Dance
I Wanna B With UFun Factory,3,Sing Along
"Hey, Soul SisterTrain",3,Sing Along
Hot Hot HotBuster Poindexter & His Banshees Of Blue,0,Chill Kickback
Drink On ItBlake Shelton,3,Sing Along
Drive Me WildSawyer Brown,0,Chill Kickback
Home To YouJohn Michael Montgomery,2,"Bro, I'm Sad"
Dreaming A DreamCrown Heights Affair,7,Long Talks and Beach Walks
My GirlDylan Scott,12,College Tailgate
Lie To MeBrook Benton,10,Time Machine
I'll Take You HomeThe Drifters,8,Songs You Forgot About
"Let It Go (From ""Set It Off"")Ray J",3,Sing Along
I Do!!Toya,3,Sing Along
My TownMontgomery Gentry,12,College Tailgate
Nobody's HomeAvril Lavigne,6,Let's Dance
Midas TouchMidnight Star,3,Sing Along
Gone CrazyAlan Jackson,2,"Bro, I'm Sad"
"I Don't Like It, I Love ItFlo Rida Featuring Robin Thicke & Verdine White",3,Sing Along
If You're Reading ThisTim McGraw,4,Concert Pregame
Have A Little Mercy4,10,Time Machine
Never Be Like YouFlume Featuring Kai,2,"Bro, I'm Sad"
I Think We're Alone NowThe Rubinoos,0,Chill Kickback
I Could Not Ask For MoreSara Evans,2,"Bro, I'm Sad"
I Don't DanceLee Brice,2,"Bro, I'm Sad"
Oh HoneyDelegation,7,Long Talks and Beach Walks
Letter To MeBrad Paisley,2,"Bro, I'm Sad"
MemoriesDavid Guetta Featuring Kid Cudi,5,Who Tryin' to Drink?
Good As YouKane Brown,3,Sing Along
MirageTommy James And The Shondells,8,Songs You Forgot About
"May The Bird Of Paradise Fly Up Your Nose""Little"" Jimmy Dickens",4,Concert Pregame
Livin' For The WeekendThe O'Jays,7,Long Talks and Beach Walks
Let Your Love GoBread,0,Chill Kickback
"FantasyEarth, Wind & Fire",3,Sing Along
Look Back At ItA Boogie Wit da Hoodie,3,Sing Along
I'm Not The OneThe Cars,2,"Bro, I'm Sad"
Feelin' On Yo BootyR. Kelly,11,Nostalgia
"I Want You, I Need YouChris Christian",2,"Bro, I'm Sad"
FloodJars Of Clay,11,Nostalgia
Mona LisaCarl Mann,8,Songs You Forgot About
In My Daughter's EyesMartina McBride,10,Time Machine
I'll Be Your Shelter (In Time Of Storm)Luther Ingram,0,Chill Kickback
Nobody But You BabeClarence Reid,8,Songs You Forgot About
Neon LightBlake Shelton,3,Sing Along
Love T.K.O.Teddy Pendergrass,0,Chill Kickback
Fly High MichelleEnuff Z'Nuff,6,Let's Dance
Hands Of A Working ManTy Herndon,12,College Tailgate
Help Pour Out The Rain (Lacey's Song)Buddy Jewell,12,College Tailgate
"My Neck, My BackKhia Featuring DSD",3,Sing Along
EroticaMadonna,12,College Tailgate
Good Hearted WomanWaylon & Willie,2,"Bro, I'm Sad"
Icky ThumpThe White Stripes,12,College Tailgate
Heaven's What I FeelGloria Estefan,12,College Tailgate
Good StuffThe B-52s,7,Long Talks and Beach Walks
Jesus Is A Soul ManLawrence Reynolds,11,Nostalgia
Get MoneyJunior M.A.F.I.A. Featuring The Notorious B.I.G.,5,Who Tryin' to Drink?
Fine ChinaChris Brown,12,College Tailgate
Let's Get MarriedAl Green,4,Concert Pregame
Making Love In The RainHerb Alpert,2,"Bro, I'm Sad"
InvisibleClay Aiken,12,College Tailgate
It's OverBoz Scaggs,0,Chill Kickback
Getting Away With ItElectronic,11,Nostalgia
Fannie MaeBuster Brown,9,In My Feels
My EyesBlake Shelton Featuring Gwen Sebastian,1,Day Drinking
Kissing YouKeith Washington,2,"Bro, I'm Sad"
I Love You In The Same Old WayPaul Anka,4,Concert Pregame
Groovy TrainThe Farm,11,Nostalgia
HeartbeatCarrie Underwood,6,Let's Dance
"Nasty GirlThe Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",3,Sing Along
I'm Not Feeling YouYvette Michele,3,Sing Along
Like We Never Loved At AllFaith Hill,2,"Bro, I'm Sad"
I'm Gonna Get YouBizarre Inc,9,In My Feels
From The Ground UpDan + Shay,6,Let's Dance
Just Too Many PeopleMelissa Manchester,0,Chill Kickback
Heard It In A Love SongThe Marshall Tucker Band,6,Let's Dance
One Call AwayCharlie Puth,12,College Tailgate
Night MovesMarilyn Martin,7,Long Talks and Beach Walks
EverywhereFleetwood Mac,11,Nostalgia
If I Give My Heart To YouKitty Kallen,10,Time Machine
He Knows I Love Him Too MuchThe Paris Sisters,10,Time Machine
Get It OnChase,0,Chill Kickback
Gone Too FarEngland Dan & John Ford Coley,0,Chill Kickback
Love Don't Live Here AnymoreRose Royce,10,Time Machine
Keep On Loving YouREO Speedwagon,6,Let's Dance
Oh GirlPaul Young,12,College Tailgate
Killer JoeThe Rocky Fellers,8,Songs You Forgot About
Haven't Stopped Dancing YetGonzalez,0,Chill Kickback
"My Girl (Gone, Gone, Gone)Chilliwack",4,Concert Pregame
How LongCharlie Puth,3,Sing Along
Jim DandyBlack Oak Arkansas,6,Let's Dance
Enjoy The SilenceDepeche Mode,3,Sing Along
Moonlight Feels RightStarbuck,3,Sing Along
I See The LightThe Five Americans,12,College Tailgate
I Love ItIcona Pop Featuring Charli XCX,3,Sing Along
Feel It StillPortugal. The Man,3,Sing Along
Fakin' ItSimon & Garfunkel,2,"Bro, I'm Sad"
Most People Get MarriedPatti Page,1,Day Drinking
I Cried A TearLaVern Baker,1,Day Drinking
Girl TalkTLC,12,College Tailgate
Here's To Never Growing UpAvril Lavigne,6,Let's Dance
Lover's IslandThe Blue Jays,10,Time Machine
Energy Crisis '74Dickie Goodman,5,Who Tryin' to Drink?
Make BelieveWind,0,Chill Kickback
LowdownChicago,6,Let's Dance
Headed For A FallFirefall,12,College Tailgate
Fake FriendsJoan Jett & the Blackhearts,0,Chill Kickback
I Love YouMartina McBride,0,Chill Kickback
Fall For YouSecondhand Serenade,6,Let's Dance
Morning GirlThe Neon Philharmonic,8,Songs You Forgot About
I Didn't Know I Loved You (Till I Saw You Rock And Roll)Gary Glitter,11,Nostalgia
I Get ExcitedRick Springfield,8,Songs You Forgot About
Headed For A HeartbreakWinger,2,"Bro, I'm Sad"
Falling In Love (Is Hard On The Knees)Aerosmith,3,Sing Along
Everything Is EverythingLauryn Hill,5,Who Tryin' to Drink?
Midnight StrollThe Revels,10,Time Machine
If I Ruled The WorldTony Bennett,10,Time Machine
No Easy Way OutRobert Tepper,6,Let's Dance
Here Comes The SunRichie Havens,4,Concert Pregame
Motorcycle MamaSailcat,10,Time Machine
FameDavid Bowie,11,Nostalgia
I Like Dreamin'Kenny Nolan,10,Time Machine
Love's Grown DeepKenny Nolan,10,Time Machine
Home And DryGerry Rafferty,2,"Bro, I'm Sad"
"Let Me Go, LoveNicolette Larson & Michael McDonald",10,Time Machine
Here With MeREO Speedwagon,2,"Bro, I'm Sad"
Look Out Any WindowBruce Hornsby & The Range,2,"Bro, I'm Sad"
Drivin' My Life AwayEddie Rabbitt,11,Nostalgia
Heartbreak HotelThe Jacksons,3,Sing Along
I Wanna Go BackEddie Money,11,Nostalgia
One Good ReasonPaul Carrack,0,Chill Kickback
I Saw RedWarrant,12,College Tailgate
Never Gonna Let You DownSurface,2,"Bro, I'm Sad"
"Mama, I'm Coming HomeOzzy Osbourne",6,Let's Dance
Hitch It To The HorseThe Fantastic Johnny C,0,Chill Kickback
I'll Play For YouSeals & Crofts,2,"Bro, I'm Sad"
King TutSteve Martin And The Toot Uncommons,8,Songs You Forgot About
I Get The Sweetest FeelingJackie Wilson,8,Songs You Forgot About
High EnoughDamn Yankees,2,"Bro, I'm Sad"
I Don't Know Anybody ElseBlack Box,3,Sing Along
Kiss Me DeadlyLita Ford,6,Let's Dance
Mr. BusinessmanRay Stevens,8,Songs You Forgot About
Fight SongRachel Platten,6,Let's Dance
Look For A StarDeane Hawley,10,Time Machine
Let Me BeThe Turtles,0,Chill Kickback
I Got The KeysDJ Khaled Featuring Jay Z & Future,12,College Tailgate
Long Ago And Far AwayJames Taylor,10,Time Machine
Little Things Mean A LotJoni James,1,Day Drinking
Goodbye Baby (Baby Goodbye)Solomon Burke,8,Songs You Forgot About
Fallen AngelFrankie Valli,2,"Bro, I'm Sad"
I Know Where It's AtAll Saints,0,Chill Kickback
Nobody ElseTyrese,12,College Tailgate
No One To Depend OnSantana,7,Long Talks and Beach Walks
Immigration ManGraham Nash & David Crosby,0,Chill Kickback
Evil Woman Don't Play Your Games With MeCROW,0,Chill Kickback
I'm Leavin'Elvis Presley,1,Day Drinking
I Only Have Eyes For YouArt Garfunkel,1,Day Drinking
Love Or LeaveThe Spinners,4,Concert Pregame
"Luckenbach, Texas (Back To The Basics Of Love)Waylon Jennings",8,Songs You Forgot About
